regiao;tipo_estabelecimento;ano;resultado;n_conformidades;tempo_resolucao;tipo_conformidade;gravidade_conformidade;tamanho_estabelecimento;numero_fiscalizacoes_previas;tipo_acao_corretiva;status_acao_corretiva;categoria_produtos;licenca_valida;dias_desde_ultima_fiscalizacao;inspecao_planejada;fiscal_responsavel
Sudeste;Indústria de Saneantes;2020;Conforme;0;356;Rotulagem;Média;Médio;3;Requalificação de Pessoal;Concluída;Cosméticos;Sim;173;Não Planejada;1027
Sul;Indústria de Saneantes;2021;Não Conforme;6;159;Condições Sanitárias;Média;Pequeno;4;Requalificação de Pessoal;Pendente;Alimentos;Sim;236;Não Planejada;1003
Norte;Hospital;2019;Não Conforme;2;105;Condições Sanitárias;Alta;Pequeno;3;Reformulação de Produtos;Concluída;Cosméticos;Não;46;Não Planejada;1011
Sul;Hospital;2018;Não Conforme;3;229;Rotulagem;Média;Grande;2;Reformulação de Produtos;Concluída;Alimentos;Não;392;Não Planejada;1066
Sudeste;Laboratório;2022;Conforme;4;217;Armazenamento;Baixa;Grande;2;Reformulação de Produtos;Em Progresso;Alimentos;Não;655;Planejada;1036
Norte;Clínica;2020;Não Conforme;7;264;Registro de Produtos;Baixa;Médio;0;Adequação de Processo;Pendente;Medicamentos;Não;233;Planejada;1003
Norte;Laboratório;2023;Conforme;6;49;Condições Sanitárias;Média;Grande;0;Requalificação de Pessoal;Em Progresso;Medicamentos;Sim;417;Não Planejada;1014
Sul;Clínica;2018;Não Conforme;8;352;Armazenamento;Baixa;Pequeno;4;Requalificação de Pessoal;Em Progresso;Cosméticos;Não;266;Planejada;1027
Centro-Oeste;Clínica;2023;Não Conforme;2;123;Condições Sanitárias;Média;Pequeno;4;Reformulação de Produtos;Em Progresso;Alimentos;Não;190;Planejada;1036
Nordeste;Indústria de Saneantes;2021;Não Conforme;9;303;Boas Práticas de Fabricação;Baixa;Pequeno;3;Reformulação de Produtos;Concluída;Saneantes;Não;183;Planejada;1008
Centro-Oeste;Indústria de Saneantes;2022;Conforme;0;25;Registro de Produtos;Baixa;Pequeno;3;Requalificação de Pessoal;Concluída;Alimentos;Sim;357;Planejada;1013
Sul;Indústria de Saneantes;2021;Não Conforme;0;131;Condições Sanitárias;Média;Médio;4;Requalificação de Pessoal;Em Progresso;Medicamentos;Sim;703;Planejada;1095
Nordeste;Distribuidora;2021;Conforme;9;224;Rotulagem;Média;Pequeno;4;Adequação de Processo;Concluída;Saneantes;Não;139;Não Planejada;1066
Centro-Oeste;Indústria de Saneantes;2022;Não Conforme;0;99;Boas Práticas de Fabricação;Alta;Pequeno;0;Requalificação de Pessoal;Concluída;Alimentos;Sim;547;Não Planejada;1081
Nordeste;Indústria de Cosméticos;2022;Não Conforme;1;352;Boas Práticas de Fabricação;Média;Pequeno;0;Reformulação de Produtos;Em Progresso;Cosméticos;Sim;505;Não Planejada;1049
Norte;Hospital;2023;Não Conforme;1;290;Rotulagem;Alta;Pequeno;0;Adequação de Processo;Pendente;Alimentos;Não;482;Planejada;1077
Centro-Oeste;Hospital;2021;Não Conforme;6;197;Boas Práticas de Fabricação;Média;Médio;4;Melhoria de Infraestrutura;Pendente;Saneantes;Sim;352;Planejada;1024
Nordeste;Clínica;2020;Conforme;8;109;Registro de Produtos;Baixa;Médio;3;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;342;Não Planejada;1038
Nordeste;Hospital;2023;Não Conforme;7;348;Condições Sanitárias;Alta;Grande;1;Requalificação de Pessoal;Pendente;Saneantes;Não;644;Não Planejada;1025
Nordeste;Farmácia;2022;Conforme;3;220;Boas Práticas de Fabricação;Baixa;Médio;1;Reformulação de Produtos;Pendente;Medicamentos;Não;73;Planejada;1059
Centro-Oeste;Clínica;2018;Não Conforme;1;264;Registro de Produtos;Média;Médio;3;Requalificação de Pessoal;Concluída;Medicamentos;Sim;163;Planejada;1051
Sudeste;Hospital;2023;Não Conforme;2;208;Rotulagem;Média;Médio;3;Reformulação de Produtos;Pendente;Alimentos;Não;223;Planejada;1069
Centro-Oeste;Farmácia;2019;Não Conforme;9;319;Condições Sanitárias;Média;Grande;3;Reformulação de Produtos;Concluída;Alimentos;Sim;185;Planejada;1025
Sul;Distribuidora;2020;Conforme;4;82;Rotulagem;Média;Pequeno;0;Reformulação de Produtos;Em Progresso;Medicamentos;Sim;95;Planejada;1047
Centro-Oeste;Hospital;2023;Não Conforme;8;25;Condições Sanitárias;Alta;Grande;2;Melhoria de Infraestrutura;Pendente;Saneantes;Não;684;Planejada;1053
Nordeste;Farmácia;2022;Conforme;7;186;Boas Práticas de Fabricação;Alta;Pequeno;4;Requalificação de Pessoal;Em Progresso;Saneantes;Sim;309;Não Planejada;1040
Norte;Laboratório;2022;Conforme;2;8;Boas Práticas de Fabricação;Média;Médio;0;Requalificação de Pessoal;Em Progresso;Cosméticos;Sim;148;Não Planejada;1000
Centro-Oeste;Indústria de Cosméticos;2020;Não Conforme;8;124;Condições Sanitárias;Baixa;Pequeno;1;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;319;Não Planejada;1020
Centro-Oeste;Laboratório;2019;Conforme;9;149;Registro de Produtos;Alta;Grande;4;Reformulação de Produtos;Pendente;Cosméticos;Não;179;Não Planejada;1077
Nordeste;Farmácia;2023;Não Conforme;2;98;Registro de Produtos;Baixa;Pequeno;3;Adequação de Processo;Pendente;Medicamentos;Sim;654;Planejada;1071
Norte;Clínica;2023;Conforme;9;216;Registro de Produtos;Média;Pequeno;1;Adequação de Processo;Pendente;Medicamentos;Sim;291;Planejada;1024
Norte;Indústria de Saneantes;2021;Conforme;7;101;Armazenamento;Alta;Médio;3;Melhoria de Infraestrutura;Pendente;Medicamentos;Sim;622;Não Planejada;1017
Sul;Indústria de Saneantes;2018;Conforme;0;218;Registro de Produtos;Alta;Pequeno;3;Adequação de Processo;Concluída;Alimentos;Não;497;Planejada;1014
Centro-Oeste;Indústria de Saneantes;2022;Conforme;3;259;Boas Práticas de Fabricação;Alta;Pequeno;3;Reformulação de Produtos;Em Progresso;Saneantes;Não;301;Não Planejada;1041
Norte;Clínica;2023;Não Conforme;3;356;Armazenamento;Baixa;Médio;4;Reformulação de Produtos;Pendente;Medicamentos;Não;161;Não Planejada;1019
Norte;Hospital;2023;Conforme;5;11;Registro de Produtos;Média;Grande;1;Requalificação de Pessoal;Pendente;Cosméticos;Sim;61;Não Planejada;1015
Sudeste;Indústria de Saneantes;2023;Não Conforme;1;59;Boas Práticas de Fabricação;Média;Médio;1;Reformulação de Produtos;Concluída;Cosméticos;Não;72;Não Planejada;1006
Sudeste;Laboratório;2019;Conforme;6;250;Armazenamento;Alta;Pequeno;3;Reformulação de Produtos;Pendente;Medicamentos;Não;437;Não Planejada;1092
Norte;Clínica;2018;Não Conforme;4;140;Boas Práticas de Fabricação;Alta;Médio;0;Reformulação de Produtos;Pendente;Medicamentos;Sim;482;Planejada;1094
Sul;Clínica;2023;Não Conforme;9;335;Condições Sanitárias;Média;Médio;2;Adequação de Processo;Em Progresso;Saneantes;Não;115;Planejada;1092
Norte;Indústria de Saneantes;2020;Conforme;5;38;Boas Práticas de Fabricação;Baixa;Pequeno;0;Adequação de Processo;Pendente;Cosméticos;Sim;206;Não Planejada;1080
Nordeste;Laboratório;2022;Conforme;5;122;Armazenamento;Alta;Grande;4;Melhoria de Infraestrutura;Pendente;Saneantes;Sim;334;Não Planejada;1004
Centro-Oeste;Distribuidora;2021;Não Conforme;5;65;Registro de Produtos;Baixa;Médio;2;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Sim;306;Planejada;1017
Sul;Clínica;2020;Conforme;9;146;Armazenamento;Baixa;Grande;0;Adequação de Processo;Pendente;Saneantes;Sim;554;Não Planejada;1077
Nordeste;Indústria de Saneantes;2022;Conforme;7;302;Registro de Produtos;Média;Médio;1;Requalificação de Pessoal;Em Progresso;Alimentos;Sim;532;Planejada;1094
Sul;Indústria de Cosméticos;2019;Conforme;9;125;Registro de Produtos;Média;Pequeno;0;Requalificação de Pessoal;Concluída;Medicamentos;Não;604;Planejada;1017
Nordeste;Farmácia;2018;Conforme;3;312;Rotulagem;Baixa;Pequeno;3;Adequação de Processo;Em Progresso;Cosméticos;Sim;580;Não Planejada;1063
Centro-Oeste;Hospital;2018;Conforme;9;191;Condições Sanitárias;Baixa;Médio;4;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Sim;135;Planejada;1024
Centro-Oeste;Clínica;2022;Conforme;7;263;Rotulagem;Média;Médio;0;Requalificação de Pessoal;Pendente;Saneantes;Sim;578;Não Planejada;1074
Sudeste;Indústria de Cosméticos;2020;Conforme;8;361;Armazenamento;Alta;Médio;0;Reformulação de Produtos;Pendente;Medicamentos;Sim;151;Planejada;1025
Nordeste;Indústria de Cosméticos;2021;Conforme;3;296;Rotulagem;Baixa;Pequeno;2;Requalificação de Pessoal;Pendente;Cosméticos;Sim;548;Planejada;1068
Sudeste;Clínica;2019;Conforme;0;182;Registro de Produtos;Alta;Médio;3;Requalificação de Pessoal;Pendente;Saneantes;Sim;140;Não Planejada;1015
Nordeste;Distribuidora;2022;Não Conforme;2;159;Armazenamento;Baixa;Pequeno;2;Requalificação de Pessoal;Em Progresso;Saneantes;Sim;407;Planejada;1062
Sudeste;Farmácia;2019;Conforme;0;353;Rotulagem;Média;Médio;4;Melhoria de Infraestrutura;Concluída;Medicamentos;Não;490;Não Planejada;1071
Centro-Oeste;Hospital;2018;Conforme;6;308;Boas Práticas de Fabricação;Alta;Pequeno;4;Melhoria de Infraestrutura;Pendente;Cosméticos;Não;205;Não Planejada;1076
Sul;Clínica;2023;Conforme;0;287;Condições Sanitárias;Média;Médio;3;Adequação de Processo;Em Progresso;Cosméticos;Não;295;Não Planejada;1057
Sudeste;Hospital;2023;Conforme;3;162;Boas Práticas de Fabricação;Baixa;Grande;2;Requalificação de Pessoal;Concluída;Cosméticos;Sim;582;Não Planejada;1095
Nordeste;Laboratório;2021;Conforme;0;263;Armazenamento;Média;Grande;3;Melhoria de Infraestrutura;Concluída;Medicamentos;Não;671;Não Planejada;1026
Nordeste;Indústria de Cosméticos;2019;Não Conforme;1;217;Rotulagem;Alta;Pequeno;2;Melhoria de Infraestrutura;Concluída;Medicamentos;Não;184;Planejada;1048
Centro-Oeste;Indústria de Cosméticos;2022;Não Conforme;0;181;Registro de Produtos;Média;Médio;1;Adequação de Processo;Em Progresso;Medicamentos;Sim;18;Planejada;1089
Nordeste;Clínica;2021;Conforme;4;91;Rotulagem;Alta;Grande;3;Reformulação de Produtos;Pendente;Alimentos;Não;383;Planejada;1072
Norte;Clínica;2020;Não Conforme;6;17;Armazenamento;Média;Médio;4;Reformulação de Produtos;Em Progresso;Saneantes;Sim;571;Não Planejada;1046
Sul;Laboratório;2023;Conforme;2;125;Armazenamento;Média;Médio;2;Requalificação de Pessoal;Pendente;Alimentos;Sim;621;Planejada;1070
Sudeste;Distribuidora;2022;Conforme;7;260;Armazenamento;Alta;Médio;1;Reformulação de Produtos;Concluída;Alimentos;Sim;643;Planejada;1049
Sul;Clínica;2019;Não Conforme;4;355;Armazenamento;Alta;Grande;4;Adequação de Processo;Concluída;Cosméticos;Sim;542;Não Planejada;1045
Centro-Oeste;Indústria de Cosméticos;2021;Não Conforme;4;214;Rotulagem;Alta;Pequeno;2;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Não;508;Não Planejada;1007
Sudeste;Hospital;2022;Não Conforme;4;239;Boas Práticas de Fabricação;Baixa;Grande;1;Reformulação de Produtos;Concluída;Saneantes;Sim;192;Não Planejada;1001
Sudeste;Farmácia;2021;Não Conforme;7;180;Registro de Produtos;Média;Pequeno;4;Requalificação de Pessoal;Em Progresso;Saneantes;Não;198;Não Planejada;1017
Norte;Indústria de Saneantes;2021;Não Conforme;1;172;Registro de Produtos;Alta;Grande;4;Requalificação de Pessoal;Pendente;Medicamentos;Não;242;Planejada;1035
Centro-Oeste;Hospital;2021;Conforme;1;143;Condições Sanitárias;Baixa;Médio;1;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;91;Planejada;1087
Nordeste;Distribuidora;2019;Conforme;7;317;Armazenamento;Baixa;Médio;4;Requalificação de Pessoal;Pendente;Alimentos;Não;2;Planejada;1097
Norte;Farmácia;2022;Conforme;8;244;Armazenamento;Alta;Médio;2;Adequação de Processo;Concluída;Saneantes;Sim;609;Planejada;1041
Norte;Hospital;2018;Não Conforme;9;232;Armazenamento;Alta;Grande;2;Reformulação de Produtos;Pendente;Saneantes;Sim;465;Planejada;1010
Sul;Hospital;2018;Conforme;9;172;Boas Práticas de Fabricação;Alta;Grande;4;Requalificação de Pessoal;Concluída;Alimentos;Sim;285;Não Planejada;1058
Sul;Laboratório;2019;Não Conforme;1;277;Armazenamento;Baixa;Pequeno;0;Reformulação de Produtos;Pendente;Medicamentos;Não;4;Planejada;1051
Sul;Indústria de Saneantes;2019;Conforme;3;77;Condições Sanitárias;Baixa;Grande;1;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;238;Não Planejada;1073
Norte;Distribuidora;2023;Não Conforme;7;303;Condições Sanitárias;Média;Pequeno;0;Reformulação de Produtos;Em Progresso;Cosméticos;Não;552;Planejada;1092
Nordeste;Indústria de Cosméticos;2021;Não Conforme;1;331;Boas Práticas de Fabricação;Baixa;Grande;2;Adequação de Processo;Pendente;Alimentos;Não;439;Não Planejada;1048
Sudeste;Laboratório;2022;Conforme;3;49;Armazenamento;Alta;Médio;4;Melhoria de Infraestrutura;Pendente;Medicamentos;Sim;390;Planejada;1055
Sul;Farmácia;2022;Conforme;9;248;Rotulagem;Média;Grande;3;Requalificação de Pessoal;Em Progresso;Alimentos;Sim;329;Planejada;1069
Nordeste;Indústria de Saneantes;2020;Conforme;0;283;Rotulagem;Média;Médio;3;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Não;241;Não Planejada;1073
Centro-Oeste;Indústria de Cosméticos;2020;Conforme;1;287;Registro de Produtos;Média;Grande;0;Reformulação de Produtos;Em Progresso;Alimentos;Não;615;Não Planejada;1029
Sul;Laboratório;2018;Não Conforme;6;32;Boas Práticas de Fabricação;Média;Pequeno;0;Reformulação de Produtos;Concluída;Alimentos;Sim;495;Não Planejada;1054
Sudeste;Indústria de Saneantes;2020;Conforme;0;158;Rotulagem;Alta;Grande;0;Reformulação de Produtos;Em Progresso;Cosméticos;Sim;61;Não Planejada;1027
Centro-Oeste;Distribuidora;2020;Não Conforme;0;18;Registro de Produtos;Média;Médio;2;Reformulação de Produtos;Concluída;Cosméticos;Sim;62;Planejada;1092
Centro-Oeste;Clínica;2018;Conforme;1;63;Condições Sanitárias;Alta;Grande;2;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;452;Planejada;1050
Sudeste;Clínica;2023;Conforme;3;128;Registro de Produtos;Baixa;Pequeno;4;Melhoria de Infraestrutura;Em Progresso;Alimentos;Sim;277;Não Planejada;1088
Sul;Farmácia;2018;Conforme;6;16;Armazenamento;Alta;Pequeno;2;Reformulação de Produtos;Em Progresso;Alimentos;Não;159;Planejada;1099
Norte;Clínica;2020;Conforme;3;163;Armazenamento;Média;Pequeno;4;Requalificação de Pessoal;Concluída;Alimentos;Não;239;Não Planejada;1026
Sudeste;Laboratório;2022;Conforme;4;251;Condições Sanitárias;Baixa;Pequeno;4;Melhoria de Infraestrutura;Pendente;Medicamentos;Não;43;Planejada;1097
Sudeste;Farmácia;2020;Não Conforme;3;137;Boas Práticas de Fabricação;Baixa;Grande;0;Adequação de Processo;Pendente;Saneantes;Sim;413;Não Planejada;1051
Sudeste;Indústria de Cosméticos;2021;Conforme;3;318;Armazenamento;Baixa;Pequeno;3;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Sim;439;Não Planejada;1033
Centro-Oeste;Distribuidora;2021;Não Conforme;8;295;Armazenamento;Média;Grande;0;Adequação de Processo;Pendente;Saneantes;Sim;314;Planejada;1031
Nordeste;Farmácia;2021;Conforme;5;179;Registro de Produtos;Alta;Grande;2;Requalificação de Pessoal;Concluída;Cosméticos;Sim;152;Planejada;1043
Norte;Indústria de Cosméticos;2023;Não Conforme;2;229;Registro de Produtos;Alta;Grande;1;Adequação de Processo;Pendente;Saneantes;Não;80;Planejada;1003
Sul;Farmácia;2019;Conforme;5;180;Registro de Produtos;Média;Pequeno;2;Adequação de Processo;Concluída;Medicamentos;Não;137;Não Planejada;1047
Sul;Hospital;2021;Conforme;6;72;Rotulagem;Média;Pequeno;3;Requalificação de Pessoal;Em Progresso;Cosméticos;Não;725;Planejada;1097
Nordeste;Hospital;2022;Conforme;6;318;Condições Sanitárias;Baixa;Grande;2;Reformulação de Produtos;Em Progresso;Saneantes;Não;450;Planejada;1015
Sudeste;Farmácia;2023;Não Conforme;7;83;Boas Práticas de Fabricação;Alta;Grande;3;Melhoria de Infraestrutura;Pendente;Saneantes;Sim;386;Não Planejada;1059
Norte;Indústria de Saneantes;2019;Não Conforme;3;136;Registro de Produtos;Média;Grande;1;Requalificação de Pessoal;Em Progresso;Saneantes;Não;677;Planejada;1046
Sul;Clínica;2019;Conforme;0;218;Boas Práticas de Fabricação;Média;Médio;1;Adequação de Processo;Em Progresso;Alimentos;Sim;383;Não Planejada;1074
Sul;Hospital;2021;Conforme;5;109;Registro de Produtos;Alta;Médio;4;Reformulação de Produtos;Concluída;Cosméticos;Não;165;Planejada;1014
Sudeste;Indústria de Saneantes;2020;Conforme;7;119;Armazenamento;Baixa;Pequeno;2;Melhoria de Infraestrutura;Concluída;Alimentos;Não;709;Não Planejada;1093
Nordeste;Indústria de Saneantes;2018;Não Conforme;4;18;Boas Práticas de Fabricação;Baixa;Médio;4;Requalificação de Pessoal;Concluída;Cosméticos;Sim;302;Não Planejada;1055
Norte;Distribuidora;2020;Conforme;2;332;Rotulagem;Baixa;Grande;0;Melhoria de Infraestrutura;Concluída;Saneantes;Sim;48;Planejada;1090
Nordeste;Indústria de Cosméticos;2020;Não Conforme;3;154;Registro de Produtos;Alta;Grande;0;Reformulação de Produtos;Em Progresso;Saneantes;Sim;127;Planejada;1015
Nordeste;Laboratório;2019;Conforme;7;11;Condições Sanitárias;Média;Pequeno;0;Melhoria de Infraestrutura;Concluída;Medicamentos;Sim;368;Planejada;1000
Norte;Hospital;2019;Não Conforme;5;138;Armazenamento;Média;Pequeno;0;Reformulação de Produtos;Concluída;Saneantes;Não;648;Não Planejada;1024
Norte;Farmácia;2023;Não Conforme;4;62;Registro de Produtos;Média;Médio;0;Requalificação de Pessoal;Concluída;Alimentos;Sim;32;Planejada;1063
Sul;Clínica;2023;Não Conforme;8;71;Boas Práticas de Fabricação;Média;Grande;2;Reformulação de Produtos;Pendente;Alimentos;Não;507;Não Planejada;1091
Sul;Laboratório;2019;Conforme;9;61;Registro de Produtos;Alta;Pequeno;4;Requalificação de Pessoal;Concluída;Saneantes;Não;613;Planejada;1042
Norte;Indústria de Cosméticos;2022;Não Conforme;2;132;Armazenamento;Baixa;Pequeno;4;Reformulação de Produtos;Em Progresso;Alimentos;Não;77;Não Planejada;1013
Centro-Oeste;Indústria de Saneantes;2022;Conforme;6;61;Condições Sanitárias;Baixa;Médio;3;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;707;Planejada;1097
Sul;Indústria de Cosméticos;2018;Não Conforme;8;358;Condições Sanitárias;Baixa;Pequeno;0;Reformulação de Produtos;Concluída;Medicamentos;Sim;201;Planejada;1047
Centro-Oeste;Hospital;2019;Conforme;3;269;Condições Sanitárias;Baixa;Médio;1;Reformulação de Produtos;Pendente;Medicamentos;Sim;68;Planejada;1067
Norte;Indústria de Cosméticos;2021;Não Conforme;9;12;Armazenamento;Média;Grande;3;Melhoria de Infraestrutura;Pendente;Saneantes;Não;28;Não Planejada;1013
Sul;Indústria de Cosméticos;2023;Não Conforme;9;35;Registro de Produtos;Média;Médio;3;Adequação de Processo;Pendente;Medicamentos;Não;400;Não Planejada;1079
Nordeste;Clínica;2019;Conforme;2;51;Armazenamento;Alta;Pequeno;2;Reformulação de Produtos;Pendente;Saneantes;Sim;57;Não Planejada;1014
Norte;Indústria de Saneantes;2022;Conforme;0;43;Armazenamento;Baixa;Médio;3;Requalificação de Pessoal;Concluída;Alimentos;Sim;203;Não Planejada;1097
Sudeste;Clínica;2019;Não Conforme;8;228;Registro de Produtos;Média;Médio;1;Reformulação de Produtos;Concluída;Saneantes;Não;567;Planejada;1076
Centro-Oeste;Clínica;2022;Não Conforme;0;111;Rotulagem;Média;Grande;4;Adequação de Processo;Em Progresso;Cosméticos;Não;83;Não Planejada;1016
Norte;Farmácia;2019;Conforme;1;322;Condições Sanitárias;Média;Médio;3;Requalificação de Pessoal;Em Progresso;Cosméticos;Não;618;Planejada;1091
Norte;Indústria de Cosméticos;2021;Não Conforme;8;15;Boas Práticas de Fabricação;Baixa;Pequeno;2;Melhoria de Infraestrutura;Pendente;Saneantes;Sim;251;Planejada;1051
Sul;Indústria de Cosméticos;2018;Não Conforme;4;177;Boas Práticas de Fabricação;Média;Pequeno;0;Melhoria de Infraestrutura;Pendente;Saneantes;Sim;342;Não Planejada;1009
Sul;Indústria de Cosméticos;2021;Conforme;3;162;Registro de Produtos;Baixa;Grande;1;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;423;Planejada;1016
Sul;Distribuidora;2022;Conforme;8;39;Boas Práticas de Fabricação;Baixa;Grande;0;Requalificação de Pessoal;Em Progresso;Medicamentos;Não;439;Planejada;1007
Sudeste;Clínica;2023;Conforme;8;26;Rotulagem;Alta;Grande;3;Reformulação de Produtos;Pendente;Cosméticos;Não;414;Planejada;1001
